id,frame_number,frame_timestamp,number_of_faces,eyes_closed,yawning,alert,frame_data,driving_log_id
2526f3cf-7952-4aa4-8b12-d45b43c8ee46,83,2025-02-25T09:28:32.132828+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_2526f3cf-7952-4aa4-8b12-d45b43c8ee46.png,222
c0d6fe94-4370-47ae-9289-76df29c9f233,84,2025-02-25T09:28:32.419121+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_c0d6fe94-4370-47ae-9289-76df29c9f233.png,222
47f87642-6be9-4c41-893e-978a17b6cc8d,85,2025-02-25T09:28:32.650903+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_47f87642-6be9-4c41-893e-978a17b6cc8d.png,222
79953087-3c90-415a-be61-df89d42e6487,86,2025-02-25T09:28:32.874225+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_79953087-3c90-415a-be61-df89d42e6487.png,222
5ac1d1e2-aa83-432b-9fb5-fb62f1f6bc6a,87,2025-02-25T09:28:33.090240+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_5ac1d1e2-aa83-432b-9fb5-fb62f1f6bc6a.png,222
4ffcead4-d705-4679-825f-f069c5827ddb,88,2025-02-25T09:28:33.285532+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_4ffcead4-d705-4679-825f-f069c5827ddb.png,222
6f5d34f7-d7a9-46f4-b180-697b9a7d4d8d,89,2025-02-25T09:28:33.485658+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_6f5d34f7-d7a9-46f4-b180-697b9a7d4d8d.png,222
922b38f4-79fd-458e-aa0e-34dc072e6dad,90,2025-02-25T09:28:33.843414+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_922b38f4-79fd-458e-aa0e-34dc072e6dad.png,222
eb7d31bc-f4a5-4117-ab0b-4400e312b39b,91,2025-02-25T09:28:34.148339+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_eb7d31bc-f4a5-4117-ab0b-4400e312b39b.png,222
5a3fd6cb-29bd-4108-8f10-7e662fd33a59,92,2025-02-25T09:28:34.454876+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_5a3fd6cb-29bd-4108-8f10-7e662fd33a59.png,222
41ef7096-a9bd-41d1-9da0-5791e5a49278,93,2025-02-25T09:28:34.689878+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_41ef7096-a9bd-41d1-9da0-5791e5a49278.png,222
90a8e328-6e37-4598-b88c-d102958ab637,94,2025-02-25T09:28:34.930210+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_90a8e328-6e37-4598-b88c-d102958ab637.png,222
6f784141-8b0b-46b9-a510-00796f29fcce,95,2025-02-25T09:28:35.179745+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_6f784141-8b0b-46b9-a510-00796f29fcce.png,222
0f4d764f-b22f-4a2d-a047-9f3ff313755d,96,2025-02-25T09:28:35.445408+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_0f4d764f-b22f-4a2d-a047-9f3ff313755d.png,222
7717a7f1-5630-43da-a9a5-94a19e8865e8,97,2025-02-25T09:28:35.766293+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_7717a7f1-5630-43da-a9a5-94a19e8865e8.png,222
528d44f3-7fd2-435c-82fd-7488bb243125,98,2025-02-25T09:28:36.089979+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_528d44f3-7fd2-435c-82fd-7488bb243125.png,222
41eac3b1-fdce-4aa5-9ecc-b64efe6450f0,99,2025-02-25T09:28:36.468281+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_41eac3b1-fdce-4aa5-9ecc-b64efe6450f0.png,222
e5530efe-f24d-41e7-81d6-fdb94ac2ebe5,100,2025-02-25T09:28:36.916477+02:00,1,True,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_e5530efe-f24d-41e7-81d6-fdb94ac2ebe5.png,222
e483005d-74f1-4511-b7f2-b9078fbf5ca9,101,2025-02-25T09:28:37.150804+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_e483005d-74f1-4511-b7f2-b9078fbf5ca9.png,222
6063ec97-4810-4a8e-96eb-4038a144c953,102,2025-02-25T09:28:37.621607+02:00,1,True,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_6063ec97-4810-4a8e-96eb-4038a144c953.png,222
4352a487-84ec-4f60-ac2c-f94f949180b4,103,2025-02-25T09:28:37.961788+02:00,1,True,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_4352a487-84ec-4f60-ac2c-f94f949180b4.png,222
8da39e24-e825-4872-a700-e859daec9982,104,2025-02-25T09:28:38.171297+02:00,1,True,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_8da39e24-e825-4872-a700-e859daec9982.png,222
c5cb47e5-0966-47db-b944-56375b565cb3,105,2025-02-25T09:28:38.441373+02:00,1,True,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_c5cb47e5-0966-47db-b944-56375b565cb3.png,222
e74a81fb-a5bb-4d48-bbd2-075d4faaa102,106,2025-02-25T09:28:38.991381+02:00,1,True,False,True,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_e74a81fb-a5bb-4d48-bbd2-075d4faaa102.png,222
4c4e7ff9-515c-4d17-8d2b-da970a8f22f8,107,2025-02-25T09:28:39.433256+02:00,1,True,False,True,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_4c4e7ff9-515c-4d17-8d2b-da970a8f22f8.png,222
01545ca6-d9a4-465e-9606-6163223d67a9,108,2025-02-25T09:28:39.784369+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_01545ca6-d9a4-465e-9606-6163223d67a9.png,222
2a33ed0b-4b41-4bd2-aca5-ec7eae7ce07c,109,2025-02-25T09:28:40.106017+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_2a33ed0b-4b41-4bd2-aca5-ec7eae7ce07c.png,222
c98bbe10-c42e-4288-8a60-469e82a182c0,110,2025-02-25T09:28:40.515811+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_c98bbe10-c42e-4288-8a60-469e82a182c0.png,222
b317cdb9-2fb0-42fc-beda-5ad1c19b6ff0,111,2025-02-25T09:28:40.774319+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_b317cdb9-2fb0-42fc-beda-5ad1c19b6ff0.png,222
025005c6-a08d-44af-b88a-4e841c0d754e,112,2025-02-25T09:28:41.040741+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_025005c6-a08d-44af-b88a-4e841c0d754e.png,222
afbd6a09-90d7-4ea9-8ce1-4c0fb4f82eb5,113,2025-02-25T09:28:41.364195+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_afbd6a09-90d7-4ea9-8ce1-4c0fb4f82eb5.png,222
61203c35-9c4c-4a9e-a1f4-e4ad4caf34c5,114,2025-02-25T09:28:41.633624+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_61203c35-9c4c-4a9e-a1f4-e4ad4caf34c5.png,222
aa2e6340-232b-47de-80e4-f8fab9b87dcb,115,2025-02-25T09:28:42.083542+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_aa2e6340-232b-47de-80e4-f8fab9b87dcb.png,222
7ec86796-3371-470e-96c4-f335c1039046,116,2025-02-25T09:28:42.460027+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_7ec86796-3371-470e-96c4-f335c1039046.png,222
514686ce-7677-4a08-9de9-a0898f9079af,117,2025-02-25T09:28:42.808879+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_514686ce-7677-4a08-9de9-a0898f9079af.png,222
775539f1-7d11-4764-80e7-0dd850c0853b,118,2025-02-25T09:28:43.139608+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_775539f1-7d11-4764-80e7-0dd850c0853b.png,222
cf0a190a-7671-4fe6-baaa-2725ea82afe8,119,2025-02-25T09:28:43.368544+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_cf0a190a-7671-4fe6-baaa-2725ea82afe8.png,222
8903a44b-8f45-43a2-a280-bc50133ff817,120,2025-02-25T09:28:43.625341+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_8903a44b-8f45-43a2-a280-bc50133ff817.png,222
9af0fb5d-a31b-4cb8-bf91-a245838c2447,121,2025-02-25T09:28:43.914421+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_9af0fb5d-a31b-4cb8-bf91-a245838c2447.png,222
5b843a1e-0d3e-4b76-a3cc-374cf0adf0d2,122,2025-02-25T09:28:44.137731+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_5b843a1e-0d3e-4b76-a3cc-374cf0adf0d2.png,222
dd441bd9-a4d3-464b-8cf2-10c0c097abfb,123,2025-02-25T09:28:44.425183+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_dd441bd9-a4d3-464b-8cf2-10c0c097abfb.png,222
7a650215-7343-4e8d-878a-5a5a19b29a76,124,2025-02-25T09:28:44.696341+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_7a650215-7343-4e8d-878a-5a5a19b29a76.png,222
cfa7d9e2-c481-41fb-ac57-225748515e67,125,2025-02-25T09:28:44.887678+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_cfa7d9e2-c481-41fb-ac57-225748515e67.png,222
7b09ea6f-4130-4bac-b0cd-837dc119aa3f,126,2025-02-25T09:28:45.171168+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_7b09ea6f-4130-4bac-b0cd-837dc119aa3f.png,222
d632784e-2edd-46ee-b3d9-c625da07dc18,127,2025-02-25T09:28:45.428033+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_d632784e-2edd-46ee-b3d9-c625da07dc18.png,222
7cdb79ed-cfd8-49b3-a4b6-199e17d4313e,128,2025-02-25T09:28:45.805875+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_7cdb79ed-cfd8-49b3-a4b6-199e17d4313e.png,222
5828c969-ef03-42a1-98da-40d0b27f7399,129,2025-02-25T09:28:46.051539+02:00,1,True,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_5828c969-ef03-42a1-98da-40d0b27f7399.png,222
ed0b6e67-9acb-463b-a8e0-7cb892d7d736,130,2025-02-25T09:28:46.288343+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_ed0b6e67-9acb-463b-a8e0-7cb892d7d736.png,222
abf21310-838a-45c9-bc3a-57fbe617509d,131,2025-02-25T09:28:46.490133+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_abf21310-838a-45c9-bc3a-57fbe617509d.png,222
d12a336e-aba4-4504-af21-2fd2bcdd3cfd,132,2025-02-25T09:28:46.674815+02:00,1,True,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_d12a336e-aba4-4504-af21-2fd2bcdd3cfd.png,222
8f99c103-b9fb-44ac-9bb2-69423e8becba,133,2025-02-25T09:28:46.896691+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_8f99c103-b9fb-44ac-9bb2-69423e8becba.png,222
946b2218-8ca4-47f3-8cb4-e4ecea831b11,134,2025-02-25T09:28:47.162224+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_946b2218-8ca4-47f3-8cb4-e4ecea831b11.png,222
d9d0e9b1-cc84-48f5-ba0f-2775d91f2f33,135,2025-02-25T09:28:47.434000+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_d9d0e9b1-cc84-48f5-ba0f-2775d91f2f33.png,222
a27b6a59-4533-40fc-8d2e-ded6815bba3c,136,2025-02-25T09:28:47.659537+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_a27b6a59-4533-40fc-8d2e-ded6815bba3c.png,222
955d8a43-3786-40de-9216-ea40b39c948f,137,2025-02-25T09:28:47.881843+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_955d8a43-3786-40de-9216-ea40b39c948f.png,222
2ebe11b5-0dd2-4142-96ff-dba997b90f03,138,2025-02-25T09:28:48.102701+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_2ebe11b5-0dd2-4142-96ff-dba997b90f03.png,222
2cc6734c-680e-4039-95ec-ec61f8f02aad,139,2025-02-25T09:28:48.376446+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_2cc6734c-680e-4039-95ec-ec61f8f02aad.png,222
abaa3520-acf2-4cc8-a5e0-645b764460b8,140,2025-02-25T09:28:48.716730+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_abaa3520-acf2-4cc8-a5e0-645b764460b8.png,222
1da38195-1ad9-4778-ab27-a15a5804a99d,141,2025-02-25T09:28:48.994933+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_1da38195-1ad9-4778-ab27-a15a5804a99d.png,222
55ba8ba8-254f-44c7-a9bd-e0eae2c02875,142,2025-02-25T09:28:49.748443+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_55ba8ba8-254f-44c7-a9bd-e0eae2c02875.png,222
c631964f-5ee9-447e-b6ec-60bf8204aabb,143,2025-02-25T09:28:50.182804+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_c631964f-5ee9-447e-b6ec-60bf8204aabb.png,222
0c837e96-d962-408b-a435-dda67d2fdc95,144,2025-02-25T09:28:50.499089+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_0c837e96-d962-408b-a435-dda67d2fdc95.png,222
cf796607-6867-497e-b472-ecfcac563c83,145,2025-02-25T09:28:50.727706+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_cf796607-6867-497e-b472-ecfcac563c83.png,222
3e5aa45e-ac41-41f5-b5c6-0b9eeffab696,146,2025-02-25T09:28:51.201718+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_3e5aa45e-ac41-41f5-b5c6-0b9eeffab696.png,222
f0bfc3d7-d62a-415f-be28-65d527c0f074,147,2025-02-25T09:28:51.563676+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_f0bfc3d7-d62a-415f-be28-65d527c0f074.png,222
1d5954ff-4f42-4554-9576-3bdb2675a15f,148,2025-02-25T09:28:51.868337+02:00,1,True,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_1d5954ff-4f42-4554-9576-3bdb2675a15f.png,222
e38f1625-c566-4e7e-b986-4a23fd08e7ce,149,2025-02-25T09:28:52.216129+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_e38f1625-c566-4e7e-b986-4a23fd08e7ce.png,222
5fb1b3ad-03d1-4cde-9aa1-47c6037b16fb,150,2025-02-25T09:28:52.543815+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_5fb1b3ad-03d1-4cde-9aa1-47c6037b16fb.png,222
67b24c6b-8c53-4fc6-b181-0bb1d821fcba,151,2025-02-25T09:28:53.120095+02:00,1,True,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_67b24c6b-8c53-4fc6-b181-0bb1d821fcba.png,222
be5d1382-4812-4c7b-bb66-3244c8025d35,152,2025-02-25T09:28:53.879831+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_be5d1382-4812-4c7b-bb66-3244c8025d35.png,222
9ebcbbd0-4984-4536-967c-c492b0fa6645,153,2025-02-25T09:28:54.521827+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_9ebcbbd0-4984-4536-967c-c492b0fa6645.png,222
a82bb941-407c-4145-a6db-a31968609362,154,2025-02-25T09:28:55.083824+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_a82bb941-407c-4145-a6db-a31968609362.png,222
63cc4b57-f072-4fdd-94ad-de351d3ce079,155,2025-02-25T09:28:55.484538+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_63cc4b57-f072-4fdd-94ad-de351d3ce079.png,222
8785a10a-f721-475e-9a5e-6bd8c1e03da3,156,2025-02-25T09:28:56.070371+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_8785a10a-f721-475e-9a5e-6bd8c1e03da3.png,222
496a022b-e6a3-429b-8389-2391aa84fd2c,157,2025-02-25T09:28:56.749785+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_496a022b-e6a3-429b-8389-2391aa84fd2c.png,222
94313c1b-c154-4d2a-81b3-627d3d79bac0,158,2025-02-25T09:28:57.376794+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_94313c1b-c154-4d2a-81b3-627d3d79bac0.png,222
88524f95-e3be-4d0d-a599-43b25ffb16d5,159,2025-02-25T09:28:57.809336+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_88524f95-e3be-4d0d-a599-43b25ffb16d5.png,222
d7f4e0f8-5b81-4a2d-aa2f-a780cb6b32e8,160,2025-02-25T09:28:58.347606+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_d7f4e0f8-5b81-4a2d-aa2f-a780cb6b32e8.png,222
05e9056b-086a-413b-ada6-0d454d7de44f,161,2025-02-25T09:28:58.664349+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_05e9056b-086a-413b-ada6-0d454d7de44f.png,222
35e723f6-0102-45eb-bb3c-c31d24b1a708,162,2025-02-25T09:28:59.006725+02:00,1,False,False,False,C:/Users/USER/PycharmProjects/alfie/data-processing/csv-files/frame_35e723f6-0102-45eb-bb3c-c31d24b1a708.png,222
